Serial No.,Date,Time,Device Name,tankpercent
42541,24/08/2025,07:01:44,IIIT Pond,33.3
42542,24/08/2025,06:56:44,IIIT Pond,33.3
42543,24/08/2025,06:51:44,IIIT Pond,33.3
42544,24/08/2025,06:46:44,IIIT Pond,33.3
42545,24/08/2025,06:41:44,IIIT Pond,33.3
42546,24/08/2025,06:36:44,IIIT Pond,33.4
42547,24/08/2025,06:31:44,IIIT Pond,33.3
42548,24/08/2025,06:26:44,IIIT Pond,33.3
42549,24/08/2025,06:21:44,IIIT Pond,33.3
42550,24/08/2025,06:16:44,IIIT Pond,33.3
42551,24/08/2025,06:11:44,IIIT Pond,33.3
42552,24/08/2025,06:06:44,IIIT Pond,33.3
42553,24/08/2025,06:01:44,IIIT Pond,33.3
42554,24/08/2025,05:56:45,IIIT Pond,33.3
42555,24/08/2025,05:51:45,IIIT Pond,33.3
42556,24/08/2025,05:46:45,IIIT Pond,33.3
42557,24/08/2025,05:41:45,IIIT Pond,33.3
42558,24/08/2025,05:36:45,IIIT Pond,33.3
42559,24/08/2025,05:31:45,IIIT Pond,33.3
42560,24/08/2025,05:26:45,IIIT Pond,33.3
42561,24/08/2025,05:21:45,IIIT Pond,33.3
42562,24/08/2025,05:16:45,IIIT Pond,33.2
42563,24/08/2025,05:11:45,IIIT Pond,33.3
42564,24/08/2025,05:06:45,IIIT Pond,33.3
42565,24/08/2025,05:01:45,IIIT Pond,33.3
42566,24/08/2025,04:56:45,IIIT Pond,33.3
42567,24/08/2025,04:51:45,IIIT Pond,33.2
42568,24/08/2025,04:46:45,IIIT Pond,33.2
42569,24/08/2025,04:41:46,IIIT Pond,33.3
42570,24/08/2025,04:36:46,IIIT Pond,33.3
42571,24/08/2025,04:31:46,IIIT Pond,33.3
42572,24/08/2025,04:26:46,IIIT Pond,33.2
42573,24/08/2025,04:21:46,IIIT Pond,33.2
42574,24/08/2025,04:16:46,IIIT Pond,33.3
42575,24/08/2025,04:11:46,IIIT Pond,33.3
42576,24/08/2025,04:06:46,IIIT Pond,33.3
42577,24/08/2025,04:01:46,IIIT Pond,33.3
42578,24/08/2025,03:56:46,IIIT Pond,33.2
42579,24/08/2025,03:51:47,IIIT Pond,33.2
42580,24/08/2025,03:46:54,IIIT Pond,33.2
42581,24/08/2025,03:41:46,IIIT Pond,33.2
42582,24/08/2025,03:36:46,IIIT Pond,33.2
42583,24/08/2025,03:31:46,IIIT Pond,33.2
42584,24/08/2025,03:26:47,IIIT Pond,33.2
42585,24/08/2025,03:21:47,IIIT Pond,33.2
42586,24/08/2025,03:16:47,IIIT Pond,33.1
42587,24/08/2025,03:11:47,IIIT Pond,33.1
42588,24/08/2025,03:06:47,IIIT Pond,33.1
42589,24/08/2025,03:01:47,IIIT Pond,33.1
42590,24/08/2025,02:57:04,IIIT Pond,33.1
42591,24/08/2025,02:51:47,IIIT Pond,33.1
42592,24/08/2025,02:46:47,IIIT Pond,33.1
42593,24/08/2025,02:41:47,IIIT Pond,33.1
42594,24/08/2025,02:36:47,IIIT Pond,33.1
42595,24/08/2025,02:31:47,IIIT Pond,33.1
42596,24/08/2025,02:26:47,IIIT Pond,33.1
42597,24/08/2025,02:21:48,IIIT Pond,33.1
42598,24/08/2025,02:16:48,IIIT Pond,33.1
42599,24/08/2025,02:11:48,IIIT Pond,33.1
42600,24/08/2025,02:07:12,IIIT Pond,33.1
42601,24/08/2025,02:01:48,IIIT Pond,33.1
42602,24/08/2025,01:56:48,IIIT Pond,33.1
42603,24/08/2025,01:51:48,IIIT Pond,33.1
42604,24/08/2025,01:46:48,IIIT Pond,33.1
42605,24/08/2025,01:41:48,IIIT Pond,33.1
42606,24/08/2025,01:36:48,IIIT Pond,33.1
42607,24/08/2025,01:31:48,IIIT Pond,33.1
42608,24/08/2025,01:26:48,IIIT Pond,33
42609,24/08/2025,01:21:48,IIIT Pond,32.9
42610,24/08/2025,01:17:42,IIIT Pond,33
42611,24/08/2025,01:11:48,IIIT Pond,33
42612,24/08/2025,01:06:48,IIIT Pond,33
42613,24/08/2025,01:01:48,IIIT Pond,33
42614,24/08/2025,00:56:49,IIIT Pond,33
42615,24/08/2025,00:51:49,IIIT Pond,32.9
42616,24/08/2025,00:46:49,IIIT Pond,32.9
42617,24/08/2025,00:41:49,IIIT Pond,32.9
42618,24/08/2025,00:36:50,IIIT Pond,32.9
42619,24/08/2025,00:31:50,IIIT Pond,32.9
42620,24/08/2025,00:27:51,IIIT Pond,32.9
42621,24/08/2025,00:21:49,IIIT Pond,32.9
42622,24/08/2025,00:16:49,IIIT Pond,32.9
42623,24/08/2025,00:11:49,IIIT Pond,32.9
42624,24/08/2025,00:06:49,IIIT Pond,32.9
42625,24/08/2025,00:01:50,IIIT Pond,32.8
42626,23/08/2025,23:56:50,IIIT Pond,32.8
42627,23/08/2025,23:51:50,IIIT Pond,32.8
42628,23/08/2025,23:46:59,IIIT Pond,32.8
42629,23/08/2025,23:41:51,IIIT Pond,32.8
42630,23/08/2025,23:31:50,IIIT Pond,32.8
42631,23/08/2025,23:26:51,IIIT Pond,32.8
42632,23/08/2025,23:21:51,IIIT Pond,32.8
42633,23/08/2025,23:16:51,IIIT Pond,32.8
42634,23/08/2025,23:11:51,IIIT Pond,32.8
42635,23/08/2025,23:06:51,IIIT Pond,32.8
42636,23/08/2025,23:01:51,IIIT Pond,32.8
42637,23/08/2025,22:56:52,IIIT Pond,32.9
42638,23/08/2025,22:51:52,IIIT Pond,32.9
42639,23/08/2025,22:46:52,IIIT Pond,32.9
42640,23/08/2025,22:41:52,IIIT Pond,32.9
42641,23/08/2025,22:36:52,IIIT Pond,32.9
42642,23/08/2025,22:31:52,IIIT Pond,32.9
42643,23/08/2025,22:26:52,IIIT Pond,32.8
42644,23/08/2025,22:21:52,IIIT Pond,32.8
42645,23/08/2025,22:16:52,IIIT Pond,32.8
42646,23/08/2025,22:11:52,IIIT Pond,32.8
42647,23/08/2025,22:06:52,IIIT Pond,32.8
42648,23/08/2025,22:01:52,IIIT Pond,32.8
42649,23/08/2025,21:56:52,IIIT Pond,32.8
42650,23/08/2025,21:51:52,IIIT Pond,32.8
42651,23/08/2025,21:46:52,IIIT Pond,32.8
42652,23/08/2025,21:41:52,IIIT Pond,32.8
42653,23/08/2025,21:36:53,IIIT Pond,32.8
42654,23/08/2025,21:31:53,IIIT Pond,32.7
42655,23/08/2025,21:26:53,IIIT Pond,32.7
42656,23/08/2025,21:21:53,IIIT Pond,32.7
42657,23/08/2025,21:16:53,IIIT Pond,32.7
42658,23/08/2025,21:11:53,IIIT Pond,32.7
42659,23/08/2025,21:07:03,IIIT Pond,32.7
42660,23/08/2025,21:01:53,IIIT Pond,32.6
42661,23/08/2025,20:57:02,IIIT Pond,32.7
42662,23/08/2025,20:51:53,IIIT Pond,32.6
42663,23/08/2025,20:46:53,IIIT Pond,32.7
42664,23/08/2025,20:41:53,IIIT Pond,32.6
42665,23/08/2025,20:36:53,IIIT Pond,32.6
42666,23/08/2025,20:31:53,IIIT Pond,32.7
42667,23/08/2025,20:27:05,IIIT Pond,32.6
42668,23/08/2025,20:21:54,IIIT Pond,32.6
42669,23/08/2025,20:16:54,IIIT Pond,32.6
42670,23/08/2025,20:11:54,IIIT Pond,32.6
42671,23/08/2025,20:06:54,IIIT Pond,32.6
42672,23/08/2025,20:02:04,IIIT Pond,32.6
42673,23/08/2025,19:57:04,IIIT Pond,32.6
42674,23/08/2025,19:51:54,IIIT Pond,32.6
42675,23/08/2025,19:46:54,IIIT Pond,32.5
42676,23/08/2025,19:41:54,IIIT Pond,32.5
42677,23/08/2025,19:36:54,IIIT Pond,32.5
42678,23/08/2025,19:31:54,IIIT Pond,32.5
42679,23/08/2025,19:27:04,IIIT Pond,32.6
42680,23/08/2025,19:21:54,IIIT Pond,32.5
42681,23/08/2025,19:16:54,IIIT Pond,32.5
42682,23/08/2025,19:12:14,IIIT Pond,32.5
42683,23/08/2025,19:07:06,IIIT Pond,32.4
42684,23/08/2025,19:01:55,IIIT Pond,32.4
42685,23/08/2025,18:56:55,IIIT Pond,32.5
42686,23/08/2025,18:51:55,IIIT Pond,32.4
42687,23/08/2025,18:46:55,IIIT Pond,32.4
42688,23/08/2025,18:41:55,IIIT Pond,32.4
42689,23/08/2025,18:36:55,IIIT Pond,32.4
42690,23/08/2025,18:31:55,IIIT Pond,32.4
42691,23/08/2025,18:27:04,IIIT Pond,32.3
42692,23/08/2025,18:22:23,IIIT Pond,32.3
42693,23/08/2025,18:17:05,IIIT Pond,32.3
42694,23/08/2025,18:11:55,IIIT Pond,32.2
42695,23/08/2025,18:06:55,IIIT Pond,32.3
42696,23/08/2025,18:01:55,IIIT Pond,32.2
42697,23/08/2025,17:57:03,IIIT Pond,32.1
42698,23/08/2025,17:51:55,IIIT Pond,32.1
42699,23/08/2025,17:47:05,IIIT Pond,32
42700,23/08/2025,17:41:55,IIIT Pond,32.2
42701,23/08/2025,17:36:55,IIIT Pond,32.1
42702,23/08/2025,17:32:41,IIIT Pond,32.1
42703,23/08/2025,17:26:55,IIIT Pond,32.1
42704,23/08/2025,17:21:55,IIIT Pond,32
42705,23/08/2025,17:16:55,IIIT Pond,32
42706,23/08/2025,17:11:55,IIIT Pond,32
42707,23/08/2025,17:06:55,IIIT Pond,32
42708,23/08/2025,17:01:56,IIIT Pond,31.9
42709,23/08/2025,16:56:56,IIIT Pond,31.9
42710,23/08/2025,16:51:56,IIIT Pond,31.9
42711,23/08/2025,16:47:06,IIIT Pond,32
42712,23/08/2025,16:43:03,IIIT Pond,31.9
42713,23/08/2025,16:36:55,IIIT Pond,31.9
42714,23/08/2025,16:31:55,IIIT Pond,31.9
42715,23/08/2025,16:27:06,IIIT Pond,31.8
42716,23/08/2025,16:21:56,IIIT Pond,48.7
42717,23/08/2025,16:16:56,IIIT Pond,31.6
42718,23/08/2025,16:12:18,IIIT Pond,48.5
42719,23/08/2025,16:02:17,IIIT Pond,31.6
42720,23/08/2025,15:51:56,IIIT Pond,31.5
42721,23/08/2025,15:46:56,IIIT Pond,31.5
42722,23/08/2025,15:41:57,IIIT Pond,31.4
42723,23/08/2025,15:36:57,IIIT Pond,31.5
42724,23/08/2025,15:31:57,IIIT Pond,31.5
42725,23/08/2025,15:27:06,IIIT Pond,31.5
42726,23/08/2025,15:21:57,IIIT Pond,31.4
42727,23/08/2025,15:16:58,IIIT Pond,31.3
42728,23/08/2025,15:12:06,IIIT Pond,31.3
42729,23/08/2025,15:06:57,IIIT Pond,31.4
42730,23/08/2025,15:01:57,IIIT Pond,31.3
42731,23/08/2025,14:57:07,IIIT Pond,31.3
42732,23/08/2025,14:51:57,IIIT Pond,31.3
42733,23/08/2025,14:46:57,IIIT Pond,31.2
42734,23/08/2025,14:41:57,IIIT Pond,65.6
42735,23/08/2025,14:36:58,IIIT Pond,31.3
42736,23/08/2025,14:31:57,IIIT Pond,31.2
42737,23/08/2025,14:27:07,IIIT Pond,31.2
42738,23/08/2025,14:22:07,IIIT Pond,31.2
42739,23/08/2025,14:16:58,IIIT Pond,31.1
42740,23/08/2025,14:11:58,IIIT Pond,82.8
42741,23/08/2025,14:06:58,IIIT Pond,48.3
42742,23/08/2025,14:01:58,IIIT Pond,31.3
42743,23/08/2025,13:57:17,IIIT Pond,31.4
42744,23/08/2025,13:51:58,IIIT Pond,31.4
42745,23/08/2025,13:46:58,IIIT Pond,31.4
42746,23/08/2025,13:41:58,IIIT Pond,31.4
42747,23/08/2025,13:36:58,IIIT Pond,31.3
42748,23/08/2025,13:31:58,IIIT Pond,31.4
42749,23/08/2025,13:26:58,IIIT Pond,31.4
42750,23/08/2025,13:21:59,IIIT Pond,31.4
42751,23/08/2025,13:16:58,IIIT Pond,31.3
42752,23/08/2025,13:11:58,IIIT Pond,31.4
42753,23/08/2025,13:07:17,IIIT Pond,31.2
42754,23/08/2025,13:01:59,IIIT Pond,31.2
42755,23/08/2025,12:56:59,IIIT Pond,31.1
42756,23/08/2025,12:52:10,IIIT Pond,31.3
42757,23/08/2025,12:46:59,IIIT Pond,31.3
42758,23/08/2025,12:42:08,IIIT Pond,31.2
42759,23/08/2025,12:36:59,IIIT Pond,31.2
42760,23/08/2025,12:31:59,IIIT Pond,31.1
42761,23/08/2025,12:26:59,IIIT Pond,31.2
42762,23/08/2025,12:22:08,IIIT Pond,31.2
42763,23/08/2025,12:17:25,IIIT Pond,31.3
42764,23/08/2025,12:11:59,IIIT Pond,31.3
42765,23/08/2025,12:07:07,IIIT Pond,31.3
42766,23/08/2025,12:01:59,IIIT Pond,31.3
42767,23/08/2025,11:56:59,IIIT Pond,31.3
42768,23/08/2025,11:51:59,IIIT Pond,31.3
42769,23/08/2025,11:46:59,IIIT Pond,31.3
42770,23/08/2025,11:41:59,IIIT Pond,31.3
42771,23/08/2025,11:36:59,IIIT Pond,31.3
42772,23/08/2025,11:32:00,IIIT Pond,31.3
42773,23/08/2025,11:27:36,IIIT Pond,31.3
42774,23/08/2025,11:21:59,IIIT Pond,31.3
42775,23/08/2025,11:17:00,IIIT Pond,31.3
42776,23/08/2025,11:12:00,IIIT Pond,31.3
42777,23/08/2025,11:07:00,IIIT Pond,31.3
42778,23/08/2025,11:02:00,IIIT Pond,31.3
42779,23/08/2025,10:57:00,IIIT Pond,31.3
42780,23/08/2025,10:52:00,IIIT Pond,31.3
42781,23/08/2025,10:47:11,IIIT Pond,31.3
42782,23/08/2025,10:42:01,IIIT Pond,31.3
42783,23/08/2025,10:37:48,IIIT Pond,31.3
42784,23/08/2025,10:32:01,IIIT Pond,31.4
42785,23/08/2025,10:27:01,IIIT Pond,31.3
42786,23/08/2025,10:22:01,IIIT Pond,31.3
42787,23/08/2025,10:17:12,IIIT Pond,31.3
42788,23/08/2025,10:12:01,IIIT Pond,31.3
42789,23/08/2025,10:07:01,IIIT Pond,31.3
42790,23/08/2025,10:02:01,IIIT Pond,31.3
42791,23/08/2025,09:57:02,IIIT Pond,31.3
42792,23/08/2025,09:52:02,IIIT Pond,31.4
42793,23/08/2025,09:48:07,IIIT Pond,31.3
42794,23/08/2025,09:42:00,IIIT Pond,31.3
42795,23/08/2025,09:37:01,IIIT Pond,31.2
42796,23/08/2025,09:32:01,IIIT Pond,31.2
42797,23/08/2025,09:27:09,IIIT Pond,31.1
42798,23/08/2025,09:22:01,IIIT Pond,31.1
42799,23/08/2025,09:17:01,IIIT Pond,31.1
42800,23/08/2025,09:12:10,IIIT Pond,31
42801,23/08/2025,09:07:01,IIIT Pond,30.9
42802,23/08/2025,09:02:10,IIIT Pond,31
42803,23/08/2025,08:57:01,IIIT Pond,31
42804,23/08/2025,08:52:01,IIIT Pond,30.9
42805,23/08/2025,08:47:01,IIIT Pond,30.9
42806,23/08/2025,08:42:01,IIIT Pond,30.9
42807,23/08/2025,08:37:01,IIIT Pond,30.8
42808,23/08/2025,08:32:01,IIIT Pond,30.8
42809,23/08/2025,08:27:01,IIIT Pond,30.7
42810,23/08/2025,08:22:01,IIIT Pond,82.7
42811,23/08/2025,08:17:01,IIIT Pond,30.7
42812,23/08/2025,08:12:02,IIIT Pond,30.8
42813,23/08/2025,08:07:02,IIIT Pond,30.6
42814,23/08/2025,08:02:02,IIIT Pond,82.7
42815,23/08/2025,07:57:02,IIIT Pond,30.6
42816,23/08/2025,07:52:02,IIIT Pond,30.6
42817,23/08/2025,07:47:02,IIIT Pond,82.6
42818,23/08/2025,07:42:02,IIIT Pond,30.6
42819,23/08/2025,07:37:02,IIIT Pond,30.4
42820,23/08/2025,07:32:02,IIIT Pond,30.4
42821,23/08/2025,07:27:02,IIIT Pond,30.4
42822,23/08/2025,07:22:02,IIIT Pond,30.5
42823,23/08/2025,07:17:02,IIIT Pond,30.4
42824,23/08/2025,07:12:02,IIIT Pond,30.4
42825,23/08/2025,07:07:03,IIIT Pond,30.4
42826,23/08/2025,07:02:10,IIIT Pond,30.3
42827,23/08/2025,06:57:03,IIIT Pond,30.3
42828,23/08/2025,06:52:03,IIIT Pond,30.3
42829,23/08/2025,06:47:03,IIIT Pond,30.3
42830,23/08/2025,06:42:03,IIIT Pond,30.4
42831,23/08/2025,06:37:03,IIIT Pond,65.1
42832,23/08/2025,06:32:03,IIIT Pond,30.3
42833,23/08/2025,06:27:03,IIIT Pond,30.4
42834,23/08/2025,06:22:03,IIIT Pond,30.2
42835,23/08/2025,06:17:03,IIIT Pond,30.2
42836,23/08/2025,06:12:20,IIIT Pond,65
42837,23/08/2025,06:07:03,IIIT Pond,65
42838,23/08/2025,06:02:03,IIIT Pond,47.7
42839,23/08/2025,05:57:03,IIIT Pond,30.2
42840,23/08/2025,05:52:04,IIIT Pond,30.2
42841,23/08/2025,05:37:04,IIIT Pond,30.1
42842,23/08/2025,05:32:04,IIIT Pond,30.1
42843,23/08/2025,05:27:04,IIIT Pond,29.9
42844,23/08/2025,05:22:30,IIIT Pond,64.9
42845,23/08/2025,05:17:04,IIIT Pond,29.8
42846,23/08/2025,05:12:04,IIIT Pond,82.5
42847,23/08/2025,05:07:04,IIIT Pond,82.5
42848,23/08/2025,05:02:04,IIIT Pond,65
42849,23/08/2025,04:57:04,IIIT Pond,29.9
42850,23/08/2025,04:52:05,IIIT Pond,47.4
42851,23/08/2025,04:47:05,IIIT Pond,29.8
42852,23/08/2025,04:42:05,IIIT Pond,29.8
42853,23/08/2025,04:37:05,IIIT Pond,29.7
42854,23/08/2025,04:32:54,IIIT Pond,29.6
42855,23/08/2025,04:27:05,IIIT Pond,29.7
42856,23/08/2025,04:22:05,IIIT Pond,47.3
42857,23/08/2025,04:12:05,IIIT Pond,82.5
42858,23/08/2025,04:07:05,IIIT Pond,47.2
42859,23/08/2025,03:57:05,IIIT Pond,82.4
42860,23/08/2025,03:52:05,IIIT Pond,29.8
42861,23/08/2025,03:47:06,IIIT Pond,64.9
42862,23/08/2025,03:43:04,IIIT Pond,82.4
42863,23/08/2025,03:37:07,IIIT Pond,82.4
42864,23/08/2025,03:02:06,IIIT Pond,64.7
42865,23/08/2025,02:42:06,IIIT Pond,29.7
42866,23/08/2025,02:37:06,IIIT Pond,29.3
42867,23/08/2025,02:32:06,IIIT Pond,82.3
42868,23/08/2025,02:22:06,IIIT Pond,46.9
42869,23/08/2025,02:17:07,IIIT Pond,64.5
42870,23/08/2025,01:42:07,IIIT Pond,82.3
42871,23/08/2025,01:37:07,IIIT Pond,82.3
42872,23/08/2025,01:02:07,IIIT Pond,29.3
42873,23/08/2025,00:52:08,IIIT Pond,29.1
42874,23/08/2025,00:47:08,IIIT Pond,64.6
42875,23/08/2025,00:27:08,IIIT Pond,29
42876,23/08/2025,00:17:08,IIIT Pond,64.5
42877,23/08/2025,00:07:08,IIIT Pond,29
42878,22/08/2025,23:27:09,IIIT Pond,28.9
42879,22/08/2025,20:52:12,IIIT Pond,64.3
42880,22/08/2025,20:17:12,IIIT Pond,28.6
42881,22/08/2025,20:02:13,IIIT Pond,64.3
42882,22/08/2025,19:47:13,IIIT Pond,46.5
42883,22/08/2025,19:42:13,IIIT Pond,28.6
42884,22/08/2025,19:37:13,IIIT Pond,82.1
42885,22/08/2025,19:17:13,IIIT Pond,28.6
42886,22/08/2025,17:42:14,IIIT Pond,28.1
42887,22/08/2025,17:37:14,IIIT Pond,82
42888,22/08/2025,12:37:18,IIIT Pond,27.9
42889,22/08/2025,11:37:19,IIIT Pond,82.9
42890,22/08/2025,09:37:20,IIIT Pond,81.9
42891,22/08/2025,09:27:20,IIIT Pond,82
42892,22/08/2025,09:07:21,IIIT Pond,63.9
42893,22/08/2025,09:02:21,IIIT Pond,46.8
42894,22/08/2025,08:53:21,IIIT Pond,45.9
42895,22/08/2025,08:47:21,IIIT Pond,27.9
42896,22/08/2025,08:42:21,IIIT Pond,45.8
42897,22/08/2025,08:37:21,IIIT Pond,27.7
42898,22/08/2025,08:32:21,IIIT Pond,27.8
42899,22/08/2025,08:22:21,IIIT Pond,27.8
42900,22/08/2025,08:17:21,IIIT Pond,27.9
42901,22/08/2025,08:12:21,IIIT Pond,27.8
42902,22/08/2025,08:07:22,IIIT Pond,63.9
42903,22/08/2025,07:57:22,IIIT Pond,45.8
42904,22/08/2025,07:52:22,IIIT Pond,27.9
42905,22/08/2025,07:47:21,IIIT Pond,27.9
42906,22/08/2025,07:42:38,IIIT Pond,27.8
42907,22/08/2025,07:37:21,IIIT Pond,27.8
42908,22/08/2025,07:32:21,IIIT Pond,27.9
42909,22/08/2025,07:27:21,IIIT Pond,27.9
42910,22/08/2025,07:22:21,IIIT Pond,27.9
42911,22/08/2025,07:17:21,IIIT Pond,27.9
42912,22/08/2025,07:07:21,IIIT Pond,63.9
42913,22/08/2025,07:02:29,IIIT Pond,27.9
42914,22/08/2025,06:57:21,IIIT Pond,27.9
42915,22/08/2025,06:52:21,IIIT Pond,27.9
42916,22/08/2025,06:47:21,IIIT Pond,27.9
42917,22/08/2025,06:42:21,IIIT Pond,82
42918,22/08/2025,06:32:21,IIIT Pond,27.7
42919,21/08/2025,11:42:37,IIIT Pond,64.4
42920,21/08/2025,11:27:37,IIIT Pond,46.9
42921,21/08/2025,11:12:49,IIIT Pond,64.6
42922,21/08/2025,10:42:37,IIIT Pond,82.2
42923,21/08/2025,09:27:38,IIIT Pond,82.1
42924,21/08/2025,09:17:38,IIIT Pond,82.1
42925,21/08/2025,08:52:38,IIIT Pond,82.2
42926,21/08/2025,08:42:38,IIIT Pond,64.5
42927,21/08/2025,08:32:46,IIIT Pond,28.9
42928,21/08/2025,08:22:38,IIIT Pond,82.3
42929,21/08/2025,08:17:38,IIIT Pond,82.3
42930,21/08/2025,08:12:38,IIIT Pond,46.9
42931,21/08/2025,07:57:39,IIIT Pond,82.3
42932,21/08/2025,07:42:47,IIIT Pond,46.7
42933,21/08/2025,07:37:47,IIIT Pond,82.2
42934,21/08/2025,07:32:39,IIIT Pond,46.7
42935,21/08/2025,07:27:39,IIIT Pond,82.2
42936,21/08/2025,07:22:39,IIIT Pond,28.8
42937,21/08/2025,07:17:39,IIIT Pond,29
42938,21/08/2025,07:12:39,IIIT Pond,64.5
42939,21/08/2025,07:07:39,IIIT Pond,29
42940,21/08/2025,07:02:48,IIIT Pond,46.8
42941,21/08/2025,06:57:39,IIIT Pond,64.5
42942,21/08/2025,06:52:58,IIIT Pond,46.8
42943,21/08/2025,06:47:40,IIIT Pond,29
42944,21/08/2025,06:42:40,IIIT Pond,29
42945,21/08/2025,06:27:40,IIIT Pond,46.8
42946,21/08/2025,05:17:41,IIIT Pond,64.3
42947,21/08/2025,05:13:06,IIIT Pond,46.5
42948,21/08/2025,04:47:41,IIIT Pond,82.2
42949,21/08/2025,02:27:43,IIIT Pond,46.2
42950,21/08/2025,02:22:43,IIIT Pond,28.5
42951,21/08/2025,02:17:43,IIIT Pond,46.3
42952,21/08/2025,02:12:43,IIIT Pond,28.5
42953,21/08/2025,02:07:44,IIIT Pond,64.3
42954,21/08/2025,02:02:44,IIIT Pond,64.2
42955,21/08/2025,01:57:45,IIIT Pond,28.4
42956,21/08/2025,01:52:44,IIIT Pond,28.4
42957,18/08/2025,01:28:40,IIIT Pond,38.1
42958,18/08/2025,01:13:40,IIIT Pond,17.4
42959,17/08/2025,22:43:43,IIIT Pond,77.5
42960,17/08/2025,22:18:44,IIIT Pond,7.4
42961,17/08/2025,22:08:44,IIIT Pond,6.8
42962,17/08/2025,19:23:45,IIIT Pond,53.3
42963,17/08/2025,18:48:46,IIIT Pond,24.8
42964,17/08/2025,18:38:47,IIIT Pond,30.6
42965,17/08/2025,18:33:47,IIIT Pond,33.6
42966,17/08/2025,18:28:47,IIIT Pond,36.5
42967,17/08/2025,18:23:47,IIIT Pond,39.4
42968,17/08/2025,18:18:47,IIIT Pond,42.3
42969,17/08/2025,18:13:47,IIIT Pond,45.4
42970,17/08/2025,18:08:47,IIIT Pond,48.2
42971,17/08/2025,18:03:47,IIIT Pond,51.2
42972,17/08/2025,17:58:47,IIIT Pond,52.5
42973,17/08/2025,17:53:46,IIIT Pond,52.5
42974,17/08/2025,17:48:46,IIIT Pond,52.5
42975,17/08/2025,17:43:46,IIIT Pond,52.5
42976,17/08/2025,17:38:54,IIIT Pond,52.6
42977,17/08/2025,17:33:46,IIIT Pond,52.6
42978,17/08/2025,17:28:55,IIIT Pond,52.6
42979,17/08/2025,17:23:47,IIIT Pond,52.6
42980,17/08/2025,17:18:47,IIIT Pond,52.6
42981,17/08/2025,17:13:47,IIIT Pond,52.6
42982,17/08/2025,17:08:55,IIIT Pond,52.6
42983,17/08/2025,17:03:47,IIIT Pond,52.7
42984,17/08/2025,16:58:47,IIIT Pond,52.7
42985,17/08/2025,16:53:56,IIIT Pond,52.7
42986,17/08/2025,16:48:47,IIIT Pond,52.7
42987,17/08/2025,16:43:47,IIIT Pond,52.7
42988,17/08/2025,16:38:47,IIIT Pond,52.7
42989,17/08/2025,16:33:47,IIIT Pond,52.8
42990,17/08/2025,16:28:47,IIIT Pond,52.7
42991,17/08/2025,16:23:57,IIIT Pond,52.7
42992,17/08/2025,16:18:47,IIIT Pond,52.7
42993,17/08/2025,16:13:47,IIIT Pond,52.7
42994,17/08/2025,16:08:47,IIIT Pond,52.7
42995,17/08/2025,16:03:48,IIIT Pond,52.7
42996,17/08/2025,15:58:48,IIIT Pond,52.6
42997,17/08/2025,15:53:48,IIIT Pond,52.6
42998,17/08/2025,15:48:48,IIIT Pond,52.6
42999,17/08/2025,15:43:48,IIIT Pond,52.5
43000,17/08/2025,15:38:48,IIIT Pond,52.5
43001,17/08/2025,15:33:48,IIIT Pond,52.5
43002,17/08/2025,15:28:48,IIIT Pond,52.4
43003,17/08/2025,15:23:57,IIIT Pond,52.5
43004,17/08/2025,15:18:49,IIIT Pond,52.4
43005,17/08/2025,15:13:49,IIIT Pond,52.5
43006,17/08/2025,15:08:49,IIIT Pond,52.4
43007,17/08/2025,15:03:49,IIIT Pond,52.5
43008,17/08/2025,14:58:49,IIIT Pond,52.5
43009,17/08/2025,14:53:49,IIIT Pond,52.5
43010,17/08/2025,14:48:59,IIIT Pond,52.5
43011,17/08/2025,14:43:49,IIIT Pond,52.5
43012,17/08/2025,14:38:58,IIIT Pond,52.5
43013,17/08/2025,14:33:49,IIIT Pond,52.5
43014,17/08/2025,14:28:49,IIIT Pond,52.5
43015,17/08/2025,14:23:49,IIIT Pond,52.5
43016,17/08/2025,14:18:58,IIIT Pond,52.5
43017,17/08/2025,14:13:49,IIIT Pond,52.5
43018,17/08/2025,14:08:49,IIIT Pond,52.5
43019,17/08/2025,14:03:50,IIIT Pond,52.5
43020,17/08/2025,13:58:50,IIIT Pond,52.5
43021,17/08/2025,13:53:50,IIIT Pond,52.5
43022,17/08/2025,13:48:50,IIIT Pond,52.5
43023,17/08/2025,13:43:50,IIIT Pond,52.5
43024,17/08/2025,13:38:51,IIIT Pond,52.5
43025,17/08/2025,13:33:51,IIIT Pond,52.5
43026,17/08/2025,13:29:21,IIIT Pond,52.5
43027,17/08/2025,13:23:51,IIIT Pond,52.5
43028,17/08/2025,13:18:51,IIIT Pond,52.4
43029,17/08/2025,13:13:51,IIIT Pond,52.5
43030,17/08/2025,13:08:51,IIIT Pond,52.5
43031,17/08/2025,13:03:51,IIIT Pond,52.4
43032,17/08/2025,12:58:51,IIIT Pond,52.3
43033,17/08/2025,12:53:51,IIIT Pond,52.4
43034,17/08/2025,12:48:51,IIIT Pond,52.3
43035,17/08/2025,12:43:51,IIIT Pond,52.2
43036,17/08/2025,12:39:19,IIIT Pond,52.1
43037,17/08/2025,12:33:51,IIIT Pond,52.1
43038,17/08/2025,12:28:51,IIIT Pond,52
43039,17/08/2025,12:23:51,IIIT Pond,52
43040,17/08/2025,12:18:51,IIIT Pond,52
43041,17/08/2025,12:13:51,IIIT Pond,52
