Serial No.,Date,Time,Device Name,tankpercent
533,26/01/2026,03:08:04,IIIT Pond,53
534,26/01/2026,03:03:04,IIIT Pond,53
535,26/01/2026,02:58:04,IIIT Pond,53
536,26/01/2026,02:53:04,IIIT Pond,53
537,26/01/2026,02:48:04,IIIT Pond,53
538,26/01/2026,02:43:04,IIIT Pond,53
539,26/01/2026,02:38:04,IIIT Pond,53
540,26/01/2026,02:33:04,IIIT Pond,53
541,26/01/2026,02:28:05,IIIT Pond,53
542,26/01/2026,02:23:05,IIIT Pond,53
543,26/01/2026,02:18:05,IIIT Pond,53
544,26/01/2026,02:13:05,IIIT Pond,53
545,26/01/2026,02:08:05,IIIT Pond,53
546,26/01/2026,02:03:05,IIIT Pond,53
547,26/01/2026,01:58:05,IIIT Pond,53
548,26/01/2026,01:53:05,IIIT Pond,53
549,26/01/2026,01:48:05,IIIT Pond,53
550,26/01/2026,01:43:05,IIIT Pond,53.1
551,26/01/2026,01:38:05,IIIT Pond,53
552,26/01/2026,01:33:05,IIIT Pond,53
553,26/01/2026,01:28:05,IIIT Pond,53
554,26/01/2026,01:23:05,IIIT Pond,53
555,26/01/2026,01:18:05,IIIT Pond,53
556,26/01/2026,01:13:06,IIIT Pond,53.1
557,26/01/2026,01:08:06,IIIT Pond,53
558,26/01/2026,01:03:06,IIIT Pond,53
559,26/01/2026,00:58:06,IIIT Pond,53
560,26/01/2026,00:53:06,IIIT Pond,53
561,26/01/2026,00:48:06,IIIT Pond,53
562,26/01/2026,00:43:06,IIIT Pond,52.9
563,26/01/2026,00:38:06,IIIT Pond,53
564,26/01/2026,00:33:06,IIIT Pond,53
565,26/01/2026,00:28:06,IIIT Pond,53
566,26/01/2026,00:23:06,IIIT Pond,53
567,26/01/2026,00:18:06,IIIT Pond,53
568,26/01/2026,00:13:06,IIIT Pond,53
569,26/01/2026,00:08:06,IIIT Pond,53
570,26/01/2026,00:03:06,IIIT Pond,52.9
571,25/01/2026,23:58:07,IIIT Pond,53
572,25/01/2026,23:53:07,IIIT Pond,53
573,25/01/2026,23:48:07,IIIT Pond,53
574,25/01/2026,23:38:07,IIIT Pond,53
575,25/01/2026,23:33:07,IIIT Pond,53
576,25/01/2026,23:28:07,IIIT Pond,53
577,25/01/2026,23:23:07,IIIT Pond,53
578,25/01/2026,23:18:07,IIIT Pond,53
579,25/01/2026,23:13:07,IIIT Pond,53
580,25/01/2026,23:08:07,IIIT Pond,53
581,25/01/2026,23:03:07,IIIT Pond,53
582,25/01/2026,22:58:07,IIIT Pond,53
583,25/01/2026,22:53:07,IIIT Pond,53
584,25/01/2026,22:48:07,IIIT Pond,53
585,25/01/2026,22:43:08,IIIT Pond,53
586,25/01/2026,22:38:08,IIIT Pond,53
587,25/01/2026,22:33:08,IIIT Pond,53
588,25/01/2026,22:28:08,IIIT Pond,53
589,25/01/2026,22:23:08,IIIT Pond,53
590,25/01/2026,22:18:08,IIIT Pond,53
591,25/01/2026,22:13:08,IIIT Pond,53
592,25/01/2026,22:08:08,IIIT Pond,52.9
593,25/01/2026,22:03:08,IIIT Pond,53
594,25/01/2026,21:58:08,IIIT Pond,53
595,25/01/2026,21:53:08,IIIT Pond,53.1
596,25/01/2026,21:48:08,IIIT Pond,53
597,25/01/2026,21:43:08,IIIT Pond,53
598,25/01/2026,21:38:08,IIIT Pond,53
599,25/01/2026,21:33:08,IIIT Pond,53
600,25/01/2026,21:28:09,IIIT Pond,53.1
601,25/01/2026,21:23:09,IIIT Pond,53.1
602,25/01/2026,21:18:09,IIIT Pond,53
603,25/01/2026,21:13:09,IIIT Pond,53
604,25/01/2026,21:08:09,IIIT Pond,53
605,25/01/2026,21:03:09,IIIT Pond,53.1
606,25/01/2026,20:58:09,IIIT Pond,53.1
607,25/01/2026,20:53:09,IIIT Pond,53.1
608,25/01/2026,20:48:09,IIIT Pond,53.1
609,25/01/2026,20:43:09,IIIT Pond,53
610,25/01/2026,20:38:09,IIIT Pond,53.1
611,25/01/2026,20:33:09,IIIT Pond,53.1
612,25/01/2026,20:28:09,IIIT Pond,53.1
613,25/01/2026,20:23:09,IIIT Pond,53.1
614,25/01/2026,20:18:09,IIIT Pond,53.1
615,25/01/2026,20:13:10,IIIT Pond,53.1
616,25/01/2026,20:08:10,IIIT Pond,53.1
617,25/01/2026,20:03:10,IIIT Pond,53.1
618,25/01/2026,19:58:10,IIIT Pond,53
619,25/01/2026,19:53:10,IIIT Pond,53.1
620,25/01/2026,19:48:10,IIIT Pond,53
621,25/01/2026,19:43:10,IIIT Pond,88.2
622,25/01/2026,19:38:10,IIIT Pond,53.1
623,25/01/2026,19:33:10,IIIT Pond,53.1
624,25/01/2026,19:28:10,IIIT Pond,53.1
625,25/01/2026,19:23:10,IIIT Pond,53.1
626,25/01/2026,19:18:10,IIIT Pond,53
627,25/01/2026,19:13:10,IIIT Pond,53.1
628,25/01/2026,19:08:10,IIIT Pond,53.1
629,25/01/2026,19:03:10,IIIT Pond,53.1
630,25/01/2026,18:58:11,IIIT Pond,53.1
631,25/01/2026,18:53:11,IIIT Pond,53.1
632,25/01/2026,18:48:11,IIIT Pond,53.1
633,25/01/2026,18:43:11,IIIT Pond,53.1
634,25/01/2026,18:38:11,IIIT Pond,53.1
635,25/01/2026,18:33:11,IIIT Pond,53.1
636,25/01/2026,18:28:11,IIIT Pond,53.1
637,25/01/2026,18:23:11,IIIT Pond,53.1
638,25/01/2026,18:18:11,IIIT Pond,53.1
639,25/01/2026,18:13:11,IIIT Pond,53.1
640,25/01/2026,18:08:11,IIIT Pond,53.1
641,25/01/2026,18:03:11,IIIT Pond,53.1
642,25/01/2026,17:58:11,IIIT Pond,53.1
643,25/01/2026,17:53:11,IIIT Pond,53.1
644,25/01/2026,17:48:11,IIIT Pond,53.1
645,25/01/2026,17:43:12,IIIT Pond,53.1
646,25/01/2026,17:38:12,IIIT Pond,53.1
647,25/01/2026,17:33:12,IIIT Pond,53.1
648,25/01/2026,17:28:12,IIIT Pond,53.1
649,25/01/2026,17:23:12,IIIT Pond,53.1
650,25/01/2026,17:18:12,IIIT Pond,53.1
651,25/01/2026,17:13:12,IIIT Pond,53.1
652,25/01/2026,17:08:12,IIIT Pond,53.1
653,25/01/2026,17:03:12,IIIT Pond,53.1
654,25/01/2026,16:58:12,IIIT Pond,53.1
655,25/01/2026,16:53:12,IIIT Pond,53.1
656,25/01/2026,16:48:12,IIIT Pond,53.1
657,25/01/2026,16:43:12,IIIT Pond,53
658,25/01/2026,16:38:12,IIIT Pond,53.1
659,25/01/2026,16:33:13,IIIT Pond,53.1
660,25/01/2026,16:28:13,IIIT Pond,53
661,25/01/2026,16:23:21,IIIT Pond,53.1
662,25/01/2026,16:18:13,IIIT Pond,53.1
663,25/01/2026,16:13:13,IIIT Pond,53.1
664,25/01/2026,16:08:13,IIIT Pond,53.1
665,25/01/2026,16:03:13,IIIT Pond,53.1
666,25/01/2026,15:58:13,IIIT Pond,53.1
667,25/01/2026,15:53:13,IIIT Pond,53
668,25/01/2026,15:48:13,IIIT Pond,53.1
669,25/01/2026,15:43:13,IIIT Pond,53.1
670,25/01/2026,15:38:13,IIIT Pond,53.1
671,25/01/2026,15:33:13,IIIT Pond,53.1
672,25/01/2026,15:28:31,IIIT Pond,53.1
673,25/01/2026,15:23:13,IIIT Pond,53.1
674,25/01/2026,15:18:13,IIIT Pond,53.1
675,25/01/2026,15:13:22,IIIT Pond,53.1
676,25/01/2026,15:08:14,IIIT Pond,53.1
677,25/01/2026,15:03:14,IIIT Pond,53.1
678,25/01/2026,14:58:14,IIIT Pond,53.1
679,25/01/2026,14:53:14,IIIT Pond,53.1
680,25/01/2026,14:48:14,IIIT Pond,53.1
681,25/01/2026,14:43:14,IIIT Pond,53.1
682,25/01/2026,14:38:14,IIIT Pond,53.1
683,25/01/2026,14:33:14,IIIT Pond,53.1
684,25/01/2026,14:28:14,IIIT Pond,53.1
685,25/01/2026,14:23:14,IIIT Pond,53.1
686,25/01/2026,14:18:14,IIIT Pond,53.1
687,25/01/2026,14:13:14,IIIT Pond,53.1
688,25/01/2026,14:08:14,IIIT Pond,53.1
689,25/01/2026,14:03:14,IIIT Pond,53.1
690,25/01/2026,13:58:25,IIIT Pond,53.1
691,25/01/2026,13:53:15,IIIT Pond,53.1
692,25/01/2026,13:48:15,IIIT Pond,53.1
693,25/01/2026,13:43:23,IIIT Pond,53.1
694,25/01/2026,13:38:15,IIIT Pond,53.1
695,25/01/2026,13:33:15,IIIT Pond,53
696,25/01/2026,13:28:15,IIIT Pond,53.1
697,25/01/2026,13:23:15,IIIT Pond,53.2
698,25/01/2026,13:18:15,IIIT Pond,53.2
699,25/01/2026,13:13:15,IIIT Pond,53.2
700,25/01/2026,13:08:15,IIIT Pond,53.2
701,25/01/2026,13:03:15,IIIT Pond,53.2
702,25/01/2026,12:58:15,IIIT Pond,53.2
703,25/01/2026,12:53:15,IIIT Pond,53.2
704,25/01/2026,12:48:16,IIIT Pond,53.2
705,25/01/2026,12:43:16,IIIT Pond,53.2
706,25/01/2026,12:38:16,IIIT Pond,53.2
707,25/01/2026,12:33:16,IIIT Pond,53.2
708,25/01/2026,12:28:24,IIIT Pond,53.2
709,25/01/2026,12:23:16,IIIT Pond,53.3
710,25/01/2026,12:18:16,IIIT Pond,53.2
711,25/01/2026,12:13:34,IIIT Pond,53.2
712,25/01/2026,12:08:16,IIIT Pond,53.2
713,25/01/2026,12:03:16,IIIT Pond,53.3
714,25/01/2026,11:58:16,IIIT Pond,53.2
715,25/01/2026,11:53:16,IIIT Pond,53.3
716,25/01/2026,11:48:33,IIIT Pond,53.3
717,25/01/2026,11:43:16,IIIT Pond,53.2
718,25/01/2026,11:38:16,IIIT Pond,53.3
719,25/01/2026,11:33:25,IIIT Pond,53.3
720,25/01/2026,11:28:16,IIIT Pond,53.3
721,25/01/2026,11:23:16,IIIT Pond,53.3
722,25/01/2026,11:18:17,IIIT Pond,53.3
723,25/01/2026,11:13:17,IIIT Pond,53.3
724,25/01/2026,11:08:17,IIIT Pond,53.3
725,25/01/2026,11:03:17,IIIT Pond,53.3
726,25/01/2026,10:58:26,IIIT Pond,53.3
727,25/01/2026,10:53:17,IIIT Pond,53.3
728,25/01/2026,10:48:17,IIIT Pond,53.3
729,25/01/2026,10:43:17,IIIT Pond,88.3
730,25/01/2026,10:38:17,IIIT Pond,53.2
731,25/01/2026,10:33:17,IIIT Pond,53.3
732,25/01/2026,10:28:17,IIIT Pond,53.3
733,25/01/2026,10:23:17,IIIT Pond,53.3
734,25/01/2026,10:18:17,IIIT Pond,53.2
735,25/01/2026,10:13:17,IIIT Pond,53.3
736,25/01/2026,10:08:17,IIIT Pond,53.2
737,25/01/2026,10:03:18,IIIT Pond,53.2
738,25/01/2026,09:58:18,IIIT Pond,53.2
739,25/01/2026,09:53:18,IIIT Pond,53.3
740,25/01/2026,09:48:18,IIIT Pond,53.3
741,25/01/2026,09:43:18,IIIT Pond,53.2
742,25/01/2026,09:38:18,IIIT Pond,53.3
743,25/01/2026,09:33:18,IIIT Pond,53.3
744,25/01/2026,09:28:18,IIIT Pond,53.2
745,25/01/2026,09:23:18,IIIT Pond,53.2
746,25/01/2026,09:18:18,IIIT Pond,53.3
747,25/01/2026,09:13:18,IIIT Pond,53.3
748,25/01/2026,09:08:18,IIIT Pond,53.3
749,25/01/2026,09:03:18,IIIT Pond,53.2
750,25/01/2026,08:58:18,IIIT Pond,53.3
751,25/01/2026,08:53:18,IIIT Pond,53.3
752,25/01/2026,08:48:19,IIIT Pond,53.3
753,25/01/2026,08:43:19,IIIT Pond,53.3
754,25/01/2026,08:38:19,IIIT Pond,53.3
755,25/01/2026,08:33:19,IIIT Pond,53.2
756,25/01/2026,08:28:19,IIIT Pond,53.2
757,25/01/2026,08:23:19,IIIT Pond,53.2
758,25/01/2026,08:18:19,IIIT Pond,53.2
759,25/01/2026,08:13:19,IIIT Pond,53.2
760,25/01/2026,08:08:19,IIIT Pond,53.2
761,25/01/2026,08:03:19,IIIT Pond,53.2
762,25/01/2026,07:58:19,IIIT Pond,53.2
763,25/01/2026,07:53:19,IIIT Pond,53.1
764,25/01/2026,07:48:19,IIIT Pond,53.2
765,25/01/2026,07:43:19,IIIT Pond,53.1
766,25/01/2026,07:38:19,IIIT Pond,53
767,25/01/2026,07:33:20,IIIT Pond,53.1
768,25/01/2026,07:28:20,IIIT Pond,53
769,25/01/2026,07:23:20,IIIT Pond,53.1
770,25/01/2026,07:18:20,IIIT Pond,53
771,25/01/2026,07:13:20,IIIT Pond,53
772,25/01/2026,07:08:20,IIIT Pond,52.9
773,25/01/2026,07:03:20,IIIT Pond,52.9
774,25/01/2026,06:58:20,IIIT Pond,52.9
775,25/01/2026,06:53:20,IIIT Pond,53
776,25/01/2026,06:48:20,IIIT Pond,52.9
777,25/01/2026,06:43:20,IIIT Pond,53
778,25/01/2026,06:38:20,IIIT Pond,53
779,25/01/2026,06:28:20,IIIT Pond,53
780,25/01/2026,06:23:20,IIIT Pond,52.9
781,25/01/2026,06:18:21,IIIT Pond,52.9
782,25/01/2026,06:13:21,IIIT Pond,52.8
783,25/01/2026,06:08:21,IIIT Pond,52.9
784,25/01/2026,06:03:21,IIIT Pond,53
785,25/01/2026,05:58:21,IIIT Pond,52.9
786,25/01/2026,05:53:21,IIIT Pond,53
787,25/01/2026,05:48:21,IIIT Pond,53
788,25/01/2026,05:43:21,IIIT Pond,53
789,25/01/2026,05:38:21,IIIT Pond,52.9
790,25/01/2026,05:33:21,IIIT Pond,53
791,25/01/2026,05:28:21,IIIT Pond,53
792,25/01/2026,05:23:21,IIIT Pond,52.9
793,25/01/2026,05:18:21,IIIT Pond,52.9
794,25/01/2026,05:13:21,IIIT Pond,53
795,25/01/2026,05:08:21,IIIT Pond,53
796,25/01/2026,05:03:22,IIIT Pond,53
797,25/01/2026,04:58:22,IIIT Pond,53
798,25/01/2026,04:53:22,IIIT Pond,52.9
799,25/01/2026,04:48:22,IIIT Pond,52.9
800,25/01/2026,04:43:22,IIIT Pond,52.9
801,25/01/2026,04:38:22,IIIT Pond,52.9
802,25/01/2026,04:33:22,IIIT Pond,53
803,25/01/2026,04:28:22,IIIT Pond,53
804,25/01/2026,04:23:22,IIIT Pond,53
805,25/01/2026,04:18:22,IIIT Pond,53
806,25/01/2026,04:13:22,IIIT Pond,52.9
807,25/01/2026,04:08:22,IIIT Pond,53
808,25/01/2026,04:03:22,IIIT Pond,52.9
809,25/01/2026,03:58:22,IIIT Pond,52.9
810,25/01/2026,03:53:22,IIIT Pond,52.9
811,25/01/2026,03:48:23,IIIT Pond,53
812,25/01/2026,03:43:23,IIIT Pond,53
813,25/01/2026,03:38:23,IIIT Pond,52.9
814,25/01/2026,03:33:23,IIIT Pond,52.9
815,25/01/2026,03:28:23,IIIT Pond,52.9
816,25/01/2026,03:23:23,IIIT Pond,53
817,25/01/2026,03:18:23,IIIT Pond,53
818,25/01/2026,03:13:23,IIIT Pond,53
819,25/01/2026,03:08:23,IIIT Pond,53
820,25/01/2026,03:03:23,IIIT Pond,53
821,25/01/2026,02:58:23,IIIT Pond,53
822,25/01/2026,02:53:23,IIIT Pond,52.9
823,25/01/2026,02:48:23,IIIT Pond,53
824,25/01/2026,02:43:23,IIIT Pond,53
825,25/01/2026,02:38:23,IIIT Pond,52.9
826,25/01/2026,02:33:24,IIIT Pond,52.9
827,25/01/2026,02:28:24,IIIT Pond,52.9
828,25/01/2026,02:23:24,IIIT Pond,53
829,25/01/2026,02:18:24,IIIT Pond,53
830,25/01/2026,02:13:24,IIIT Pond,53
831,25/01/2026,02:08:24,IIIT Pond,53
832,25/01/2026,02:03:24,IIIT Pond,53
833,25/01/2026,01:58:24,IIIT Pond,52.9
834,25/01/2026,01:53:24,IIIT Pond,53
835,25/01/2026,01:48:24,IIIT Pond,53
836,25/01/2026,01:43:24,IIIT Pond,52.9
837,25/01/2026,01:38:24,IIIT Pond,53
838,25/01/2026,01:33:24,IIIT Pond,53
839,25/01/2026,01:28:24,IIIT Pond,53
840,25/01/2026,01:23:24,IIIT Pond,53
841,25/01/2026,01:18:25,IIIT Pond,53
842,25/01/2026,01:13:25,IIIT Pond,52.9
843,25/01/2026,01:08:25,IIIT Pond,53
844,25/01/2026,01:03:25,IIIT Pond,53
845,25/01/2026,00:58:25,IIIT Pond,53
846,25/01/2026,00:53:25,IIIT Pond,53
847,25/01/2026,00:48:25,IIIT Pond,52.9
848,25/01/2026,00:43:25,IIIT Pond,53
849,25/01/2026,00:38:25,IIIT Pond,53
850,25/01/2026,00:33:25,IIIT Pond,52.9
851,25/01/2026,00:28:25,IIIT Pond,53
852,25/01/2026,00:23:25,IIIT Pond,53
853,25/01/2026,00:18:25,IIIT Pond,53
854,25/01/2026,00:13:25,IIIT Pond,53
855,25/01/2026,00:08:25,IIIT Pond,53
856,25/01/2026,00:03:26,IIIT Pond,52.9
857,24/01/2026,23:58:26,IIIT Pond,52.9
858,24/01/2026,23:53:34,IIIT Pond,52.9
859,24/01/2026,23:48:26,IIIT Pond,53
860,24/01/2026,23:43:26,IIIT Pond,53
861,24/01/2026,23:38:26,IIIT Pond,53
862,24/01/2026,23:33:26,IIIT Pond,52.9
863,24/01/2026,23:28:26,IIIT Pond,53
864,24/01/2026,23:23:26,IIIT Pond,53
865,24/01/2026,23:18:26,IIIT Pond,53
866,24/01/2026,23:13:26,IIIT Pond,53
867,24/01/2026,23:08:26,IIIT Pond,53
868,24/01/2026,23:03:26,IIIT Pond,53
869,24/01/2026,22:58:26,IIIT Pond,53
870,24/01/2026,22:53:26,IIIT Pond,53
871,24/01/2026,22:48:27,IIIT Pond,53
872,24/01/2026,22:43:27,IIIT Pond,53
873,24/01/2026,22:38:27,IIIT Pond,53
874,24/01/2026,22:33:27,IIIT Pond,53
875,24/01/2026,22:28:27,IIIT Pond,53
876,24/01/2026,22:23:27,IIIT Pond,53
877,24/01/2026,22:18:36,IIIT Pond,53
878,24/01/2026,22:13:27,IIIT Pond,52.8
879,24/01/2026,22:08:27,IIIT Pond,53
880,24/01/2026,22:03:27,IIIT Pond,53
881,24/01/2026,21:58:27,IIIT Pond,53
882,24/01/2026,21:53:27,IIIT Pond,53
883,24/01/2026,21:48:27,IIIT Pond,53
884,24/01/2026,21:43:27,IIIT Pond,53
885,24/01/2026,21:38:27,IIIT Pond,53
886,24/01/2026,21:33:28,IIIT Pond,53
887,24/01/2026,21:28:28,IIIT Pond,53
888,24/01/2026,21:23:28,IIIT Pond,53
889,24/01/2026,21:18:28,IIIT Pond,53
890,24/01/2026,21:13:28,IIIT Pond,53
891,24/01/2026,21:08:28,IIIT Pond,53
892,24/01/2026,21:03:28,IIIT Pond,53
893,24/01/2026,20:58:28,IIIT Pond,53
894,24/01/2026,20:53:28,IIIT Pond,53
895,24/01/2026,20:48:28,IIIT Pond,53
896,24/01/2026,20:43:28,IIIT Pond,53
897,24/01/2026,20:38:28,IIIT Pond,53
898,24/01/2026,20:33:28,IIIT Pond,53
899,24/01/2026,20:28:28,IIIT Pond,53
900,24/01/2026,20:23:28,IIIT Pond,53
901,24/01/2026,20:18:29,IIIT Pond,53
902,24/01/2026,20:13:29,IIIT Pond,53
903,24/01/2026,20:08:29,IIIT Pond,52.9
904,24/01/2026,20:03:29,IIIT Pond,53
905,24/01/2026,19:58:29,IIIT Pond,53
906,24/01/2026,19:53:29,IIIT Pond,53
907,24/01/2026,19:48:29,IIIT Pond,53
908,24/01/2026,19:43:29,IIIT Pond,53
909,24/01/2026,19:38:29,IIIT Pond,53
910,24/01/2026,19:33:29,IIIT Pond,53
911,24/01/2026,19:28:29,IIIT Pond,53
912,24/01/2026,19:23:29,IIIT Pond,53
913,24/01/2026,19:18:29,IIIT Pond,53
914,24/01/2026,19:13:29,IIIT Pond,53
915,24/01/2026,19:08:29,IIIT Pond,53
916,24/01/2026,19:03:30,IIIT Pond,53
917,24/01/2026,18:58:30,IIIT Pond,53
918,24/01/2026,18:53:30,IIIT Pond,53
919,24/01/2026,18:48:30,IIIT Pond,53
920,24/01/2026,18:43:30,IIIT Pond,53
921,24/01/2026,18:38:30,IIIT Pond,53
922,24/01/2026,18:33:30,IIIT Pond,53
923,24/01/2026,18:28:30,IIIT Pond,53
924,24/01/2026,18:23:30,IIIT Pond,53
925,24/01/2026,18:18:30,IIIT Pond,53
926,24/01/2026,18:13:30,IIIT Pond,53
927,24/01/2026,18:08:30,IIIT Pond,53
928,24/01/2026,18:03:30,IIIT Pond,53
929,24/01/2026,17:58:30,IIIT Pond,53
930,24/01/2026,17:53:30,IIIT Pond,53
931,24/01/2026,17:48:30,IIIT Pond,53
932,24/01/2026,17:43:31,IIIT Pond,53
933,24/01/2026,17:38:31,IIIT Pond,53.1
934,24/01/2026,17:33:31,IIIT Pond,53
935,24/01/2026,17:28:31,IIIT Pond,53
936,24/01/2026,17:23:31,IIIT Pond,53
937,24/01/2026,17:18:31,IIIT Pond,53
938,24/01/2026,17:13:31,IIIT Pond,53
939,24/01/2026,17:08:31,IIIT Pond,53
940,24/01/2026,17:03:31,IIIT Pond,53
941,24/01/2026,16:58:31,IIIT Pond,53
942,24/01/2026,16:53:31,IIIT Pond,53
943,24/01/2026,16:48:31,IIIT Pond,52.9
944,24/01/2026,16:43:31,IIIT Pond,53
945,24/01/2026,16:38:31,IIIT Pond,53
946,24/01/2026,16:33:32,IIIT Pond,52.9
947,24/01/2026,16:28:32,IIIT Pond,53
948,24/01/2026,16:23:32,IIIT Pond,52.9
949,24/01/2026,16:18:32,IIIT Pond,52.9
950,24/01/2026,16:13:32,IIIT Pond,53
951,24/01/2026,16:08:41,IIIT Pond,53
952,24/01/2026,16:03:32,IIIT Pond,52.9
953,24/01/2026,15:58:32,IIIT Pond,53
954,24/01/2026,15:53:32,IIIT Pond,52.9
955,24/01/2026,15:48:32,IIIT Pond,52.9
956,24/01/2026,15:43:32,IIIT Pond,53
957,24/01/2026,15:38:32,IIIT Pond,52.9
958,24/01/2026,15:33:32,IIIT Pond,52.9
959,24/01/2026,15:28:32,IIIT Pond,52.9
960,24/01/2026,15:23:32,IIIT Pond,53
961,24/01/2026,15:18:33,IIIT Pond,53
962,24/01/2026,15:13:41,IIIT Pond,52.9
963,24/01/2026,15:08:33,IIIT Pond,52.9
964,24/01/2026,15:03:33,IIIT Pond,53
965,24/01/2026,14:58:33,IIIT Pond,52.9
966,24/01/2026,14:53:33,IIIT Pond,53
967,24/01/2026,14:48:33,IIIT Pond,53
968,24/01/2026,14:43:33,IIIT Pond,53
969,24/01/2026,14:38:41,IIIT Pond,53
970,24/01/2026,14:33:33,IIIT Pond,53
971,24/01/2026,14:28:33,IIIT Pond,52.9
972,24/01/2026,14:23:33,IIIT Pond,53
973,24/01/2026,14:18:34,IIIT Pond,53
974,24/01/2026,14:13:33,IIIT Pond,53
975,24/01/2026,14:08:33,IIIT Pond,52.9
976,24/01/2026,14:03:34,IIIT Pond,53
977,24/01/2026,13:58:34,IIIT Pond,53
978,24/01/2026,13:53:34,IIIT Pond,53
979,24/01/2026,13:48:34,IIIT Pond,52.9
980,24/01/2026,13:43:34,IIIT Pond,53
981,24/01/2026,13:38:34,IIIT Pond,53
982,24/01/2026,13:33:34,IIIT Pond,76.5
983,24/01/2026,13:28:34,IIIT Pond,52.9
984,24/01/2026,13:23:42,IIIT Pond,53
985,24/01/2026,13:18:34,IIIT Pond,53
986,24/01/2026,13:13:34,IIIT Pond,53
987,24/01/2026,13:08:34,IIIT Pond,53
988,24/01/2026,13:03:34,IIIT Pond,53
989,24/01/2026,12:58:34,IIIT Pond,52.9
990,24/01/2026,12:53:35,IIIT Pond,52.9
991,24/01/2026,12:48:44,IIIT Pond,53
992,24/01/2026,12:43:35,IIIT Pond,53
993,24/01/2026,12:38:35,IIIT Pond,53
994,24/01/2026,12:33:35,IIIT Pond,53
995,24/01/2026,12:28:35,IIIT Pond,53
996,24/01/2026,12:23:35,IIIT Pond,53
997,24/01/2026,12:18:52,IIIT Pond,53
998,24/01/2026,12:13:35,IIIT Pond,53
999,24/01/2026,12:08:35,IIIT Pond,53
1000,24/01/2026,12:03:35,IIIT Pond,52.9
1001,24/01/2026,11:58:35,IIIT Pond,52.9
1002,24/01/2026,11:53:35,IIIT Pond,53
1003,24/01/2026,11:48:35,IIIT Pond,53
1004,24/01/2026,11:43:35,IIIT Pond,52.9
1005,24/01/2026,11:38:35,IIIT Pond,53
1006,24/01/2026,11:33:35,IIIT Pond,52.9
1007,24/01/2026,11:28:36,IIIT Pond,53
1008,24/01/2026,11:23:45,IIIT Pond,53
1009,24/01/2026,11:18:36,IIIT Pond,53.1
1010,24/01/2026,11:13:36,IIIT Pond,53.1
1011,24/01/2026,11:08:36,IIIT Pond,53.1
1012,24/01/2026,11:03:36,IIIT Pond,53.1
1013,24/01/2026,10:58:36,IIIT Pond,53.1
1014,24/01/2026,10:53:36,IIIT Pond,53.2
1015,24/01/2026,10:48:36,IIIT Pond,53.1
1016,24/01/2026,10:43:36,IIIT Pond,53.1
1017,24/01/2026,10:38:36,IIIT Pond,53.1
1018,24/01/2026,10:33:37,IIIT Pond,53.1
1019,24/01/2026,10:28:36,IIIT Pond,53.1
1020,24/01/2026,10:23:36,IIIT Pond,53.2
1021,24/01/2026,10:18:36,IIIT Pond,53.2
1022,24/01/2026,10:13:37,IIIT Pond,53.1
1023,24/01/2026,10:08:37,IIIT Pond,53.1
1024,24/01/2026,10:03:37,IIIT Pond,53.1
1025,24/01/2026,09:58:37,IIIT Pond,53.1
1026,24/01/2026,09:53:37,IIIT Pond,53.1
1027,24/01/2026,09:48:37,IIIT Pond,53.1
1028,24/01/2026,09:43:37,IIIT Pond,53.1
1029,24/01/2026,09:38:37,IIIT Pond,53.1
1030,24/01/2026,09:33:37,IIIT Pond,53.1
1031,24/01/2026,09:28:37,IIIT Pond,53.1
1032,24/01/2026,09:23:37,IIIT Pond,53
1033,24/01/2026,09:18:37,IIIT Pond,53.1
1034,24/01/2026,09:13:37,IIIT Pond,53
1035,24/01/2026,09:08:37,IIIT Pond,53.1
1036,24/01/2026,09:03:37,IIIT Pond,53
1037,24/01/2026,08:58:38,IIIT Pond,53
1038,24/01/2026,08:53:38,IIIT Pond,53
1039,24/01/2026,08:48:38,IIIT Pond,53
1040,24/01/2026,08:43:38,IIIT Pond,53
1041,24/01/2026,08:38:38,IIIT Pond,53
1042,24/01/2026,08:33:38,IIIT Pond,53
1043,24/01/2026,08:28:38,IIIT Pond,53
1044,24/01/2026,08:23:38,IIIT Pond,53
1045,24/01/2026,08:18:38,IIIT Pond,53
1046,24/01/2026,08:13:38,IIIT Pond,53
1047,24/01/2026,08:08:38,IIIT Pond,53
1048,24/01/2026,08:03:38,IIIT Pond,53
1049,24/01/2026,07:58:38,IIIT Pond,53
1050,24/01/2026,07:53:38,IIIT Pond,53
1051,24/01/2026,07:48:38,IIIT Pond,53
1052,24/01/2026,07:43:38,IIIT Pond,53
1053,24/01/2026,07:38:39,IIIT Pond,53
1054,24/01/2026,07:33:39,IIIT Pond,53
1055,24/01/2026,07:28:39,IIIT Pond,53.1
1056,24/01/2026,07:23:39,IIIT Pond,53
1057,24/01/2026,07:18:39,IIIT Pond,53
1058,24/01/2026,07:13:39,IIIT Pond,53
1059,24/01/2026,07:08:39,IIIT Pond,53
1060,24/01/2026,07:03:39,IIIT Pond,53.1
1061,24/01/2026,06:58:39,IIIT Pond,53.1
1062,24/01/2026,06:53:39,IIIT Pond,53
1063,24/01/2026,06:48:39,IIIT Pond,53
1064,24/01/2026,06:43:39,IIIT Pond,53.1
1065,24/01/2026,06:38:39,IIIT Pond,53
1066,24/01/2026,06:33:39,IIIT Pond,53.1
1067,24/01/2026,06:28:40,IIIT Pond,53.1
